point,x_bohr,y_bohr,z_bohr,arclength_bohr,density_scf,density_frag,dengrad_mag,laplacian_scf
834,2.23350763,5.77559967,-0.24162275,3.05803740,8.0139339272e-02,9.3585829095e-02,2.1546203974e-01,3.2681881201e-02
835,2.23421684,5.77912293,-0.24234970,3.06170411,8.0933845992e-02,9.4252780836e-02,2.1791543015e-01,2.9671656260e-02
836,2.23492604,5.78264618,-0.24307665,3.06537082,8.1737394464e-02,9.4925229518e-02,2.2039520669e-01,2.6557213417e-02
837,2.23563525,5.78616944,-0.24380360,3.06903754,8.2550087100e-02,9.5603222507e-02,2.2290170275e-01,2.3335456626e-02
838,2.23634446,5.78969270,-0.24453055,3.07270425,8.3372019920e-02,9.6286801200e-02,2.2543523224e-01,2.0003223237e-02
839,2.23705367,5.79321595,-0.24525751,3.07637096,8.4203290924e-02,9.6976008067e-02,2.2799611554e-01,1.6557250825e-02
840,2.23776288,5.79673921,-0.24598446,3.08003767,8.5044004452e-02,9.7670890299e-02,2.3058469321e-01,1.2994156266e-02
841,2.23847208,5.80026247,-0.24671141,3.08370438,8.5894260489e-02,9.8371490810e-02,2.3320129257e-01,9.3104731419e-03
842,2.23918129,5.80378572,-0.24743836,3.08737109,8.6754161043e-02,9.9077853641e-02,2.3584624779e-01,5.5026267002e-03
843,2.23989050,5.80730898,-0.24816531,3.09103780,8.7623814785e-02,9.9790027665e-02,2.3851991393e-01,1.5669042460e-03
844,2.24059971,5.81083224,-0.24889226,3.09470452,8.8503325359e-02,1.0050805701e-01,2.4122263105e-01,-2.5004942148e-03
845,2.24130891,5.81435550,-0.24961922,3.09837123,8.9392799953e-02,1.0123198806e-01,2.4395475053e-01,-6.7034997414e-03
846,2.24201812,5.81787875,-0.25034617,3.10203794,9.0292344610e-02,1.0196186574e-01,2.4671662109e-01,-1.1046151988e-02
847,2.24272733,5.82140201,-0.25107312,3.10570465,9.1202073833e-02,1.0269774110e-01,2.4950861762e-01,-1.5532657613e-02
848,2.24343654,5.82492527,-0.25180007,3.10937136,9.2122096384e-02,1.0343965992e-01,2.5233109804e-01,-2.0167321330e-02
849,2.24414575,5.82844852,-0.25252702,3.11303807,9.3052522265e-02,1.0418766836e-01,2.5518442468e-01,-2.4954584489e-02
850,2.24485495,5.83197178,-0.25325397,3.11670478,9.3993469653e-02,1.0494181848e-01,2.5806898547e-01,-2.9899067586e-02
851,2.24556416,5.83549504,-0.25398093,3.12037150,9.4945052859e-02,1.0570215856e-01,2.6098515716e-01,-3.5005511469e-02
852,2.24627337,5.83901829,-0.25470788,3.12403821,9.5907384387e-02,1.0646873482e-01,2.6393331168e-01,-4.0278793221e-02
853,2.24698258,5.84254155,-0.25543483,3.12770492,9.6880587815e-02,1.0724160158e-01,2.6691385538e-01,-4.5724003542e-02
854,2.24769178,5.84606481,-0.25616178,3.13137163,9.7864779563e-02,1.0802080678e-01,2.6992717338e-01,-5.1346351980e-02
855,2.24840099,5.84958806,-0.25688873,3.13503834,9.8860078965e-02,1.0880640002e-01,2.7297366055e-01,-5.7151224900e-02
856,2.24911020,5.85311132,-0.25761569,3.13870505,9.9866613652e-02,1.0959843670e-01,2.7605373766e-01,-6.3144230469e-02
857,2.24981941,5.85663458,-0.25834264,3.14237177,1.0088450379e-01,1.1039696569e-01,2.7916780364e-01,-6.9331106891e-02
858,2.25052862,5.86015783,-0.25906959,3.14603848,1.0191387261e-01,1.1120203750e-01,2.8231626737e-01,-7.5717794658e-02
859,2.25123782,5.86368109,-0.25979654,3.14970519,1.0295485187e-01,1.1201370863e-01,2.8549956455e-01,-8.2310477854e-02
860,2.25194703,5.86720435,-0.26052349,3.15337190,1.0400756847e-01,1.1283203103e-01,2.8871811704e-01,-8.9115506241e-02
861,2.25265624,5.87072760,-0.26125044,3.15703861,1.0507214910e-01,1.1365705576e-01,2.9197234673e-01,-9.6139435021e-02
862,2.25336545,5.87425086,-0.26197740,3.16070532,1.0614873158e-01,1.1448884176e-01,2.9526271031e-01,-1.0338910643e-01
863,2.25407466,5.87777412,-0.26270435,3.16437203,1.0723744520e-01,1.1532744062e-01,2.9858963958e-01,-1.1087152638e-01
864,2.25478386,5.88129738,-0.26343130,3.16803875,1.0833842487e-01,1.1617290749e-01,3.0195358405e-01,-1.1859397203e-01
865,2.25549307,5.88482063,-0.26415825,3.17170546,1.0945180538e-01,1.1702529669e-01,3.0535499409e-01,-1.2656395615e-01
866,2.25620228,5.88834389,-0.26488520,3.17537217,1.1057773021e-01,1.1788466838e-01,3.0879434741e-01,-1.3478930693e-01
867,2.25691149,5.89186715,-0.26561215,3.17903888,1.1171633640e-01,1.1875107702e-01,3.1227210305e-01,-1.4327806595e-01
868,2.25762069,5.89539040,-0.26633911,3.18270559,1.1286776261e-01,1.1962457747e-01,3.1578872587e-01,-1.5203855770e-01
869,2.25832990,5.89891366,-0.26706606,3.18637230,1.1403215824e-01,1.2050523205e-01,3.1934471500e-01,-1.6107946531e-01
870,2.25903911,5.90243692,-0.26779301,3.19003901,1.1520966551e-01,1.2139309670e-01,3.2294054825e-01,-1.7040971677e-01
871,2.25974832,5.90596017,-0.26851996,3.19370573,1.1640042827e-01,1.2228822782e-01,3.2657670967e-01,-1.8003855535e-01
872,2.26045753,5.90948343,-0.26924691,3.19737244,1.1760460156e-01,1.2319068939e-01,3.3025371860e-01,-1.8997563404e-01
873,2.26116673,5.91300669,-0.26997387,3.20103915,1.1882233295e-01,1.2410053890e-01,3.3397207255e-01,-2.0023088040e-01
874,2.26187594,5.91652994,-0.27070082,3.20470586,1.2005377169e-01,1.2501783435e-01,3.3773227577e-01,-2.1081457469e-01
875,2.26258515,5.92005320,-0.27142777,3.20837257,1.2129907867e-01,1.2594264145e-01,3.4153486885e-01,-2.2173746504e-01
876,2.26329436,5.92357646,-0.27215472,3.21203928,1.2255840703e-01,1.2687501929e-01,3.4538037006e-01,-2.3301060884e-01
877,2.26400356,5.92709971,-0.27288167,3.21570600,1.2383191102e-01,1.2781502692e-01,3.4926930230e-01,-2.4464546585e-01
878,2.26471277,5.93062297,-0.27360862,3.21937271,1.2511975894e-01,1.2876273290e-01,3.5320223285e-01,-2.5665403217e-01
879,2.26542198,5.93414623,-0.27433558,3.22303942,1.2642210979e-01,1.2971819794e-01,3.5717970165e-01,-2.6904865365e-01
880,2.26613119,5.93766948,-0.27506253,3.22670613,1.2773912298e-01,1.3068148224e-01,3.6120225155e-01,-2.8184212134e-01
881,2.26684040,5.94119274,-0.27578948,3.23037284,1.2907097246e-01,1.3165265568e-01,3.6527047105e-01,-2.9504783920e-01
882,2.26754960,5.94471600,-0.27651643,3.23403955,1.3041782253e-01,1.3263178011e-01,3.6938492051e-01,-3.0867960782e-01
883,2.26825881,5.94823926,-0.27724338,3.23770626,1.3177984520e-01,1.3361892211e-01,3.7354618555e-01,-3.2275181272e-01
884,2.26896802,5.95176251,-0.27797033,3.24137298,1.3315720882e-01,1.3461414461e-01,3.7775484196e-01,-3.3727934051e-01
885,2.26967723,5.95528577,-0.27869729,3.24503969,1.3455009626e-01,1.3561752005e-01,3.8201151135e-01,-3.5227779150e-01
886,2.27038643,5.95880903,-0.27942424,3.24870640,1.3595867872e-01,1.3662911153e-01,3.8631678152e-01,-3.6776322777e-01
887,2.27109564,5.96233228,-0.28015119,3.25237311,1.3738313404e-01,1.3764898589e-01,3.9067126209e-01,-3.8375239416e-01
888,2.27180485,5.96585554,-0.28087814,3.25603982,1.3882365051e-01,1.3867721646e-01,3.9507559615e-01,-4.0026280077e-01
889,2.27251406,5.96937880,-0.28160509,3.25970653,1.4028040832e-01,1.3971386972e-01,3.9953040375e-01,-4.1731254036e-01
890,2.27322327,5.97290205,-0.28233205,3.26337325,1.4175359059e-01,1.4075901327e-01,4.0403631567e-01,-4.3492044517e-01
891,2.27393247,5.97642531,-0.28305900,3.26703996,1.4324339121e-01,1.4181272128e-01,4.0859399750e-01,-4.5310621497e-01
892,2.27464168,5.97994857,-0.28378595,3.27070667,1.4474999970e-01,1.4287506380e-01,4.1320410331e-01,-4.7189027630e-01
893,2.27535089,5.98347182,-0.28451290,3.27437338,1.4627360468e-01,1.4394610912e-01,4.1786728603e-01,-4.9129386031e-01
894,2.27606010,5.98699508,-0.28523985,3.27804009,1.4781440997e-01,1.4502593518e-01,4.2258424723e-01,-5.1133924790e-01
895,2.27676930,5.99051834,-0.28596680,3.28170680,1.4937260913e-01,1.4611461162e-01,4.2735565887e-01,-5.3204949105e-01
896,2.27747851,5.99404159,-0.28669376,3.28537351,1.5094840146e-01,1.4721221096e-01,4.3218221257e-01,-5.5344865632e-01
897,2.27818772,5.99756485,-0.28742071,3.28904023,1.5254199613e-01,1.4831881153e-01,4.3706463238e-01,-5.7556194049e-01
898,2.27889693,6.00108811,-0.28814766,3.29270694,1.5415359595e-01,1.4943448607e-01,4.4200362474e-01,-5.9841550307e-01
899,2.27960614,6.00461136,-0.28887461,3.29637365,1.5578340536e-01,1.5055930729e-01,4.4699990323e-01,-6.2203662051e-01
900,2.28031534,6.00813462,-0.28960156,3.30004036,1.5743164340e-01,1.5169335683e-01,4.5205422837e-01,-6.4645394094e-01
901,2.28102455,6.01165788,-0.29032851,3.30370707,1.5909852174e-01,1.5283671007e-01,4.5716734048e-01,-6.7169722229e-01
902,2.28173376,6.01518114,-0.29105547,3.30737378,1.6078425730e-01,1.5398944477e-01,4.6233999796e-01,-6.9779759166e-01
903,2.28244297,6.01870439,-0.29178242,3.31104049,1.6248906342e-01,1.5515163513e-01,4.6757295104e-01,-7.2478746592e-01
904,2.28315218,6.02222765,-0.29250937,3.31470721,1.6421317248e-01,1.5632336701e-01,4.7286701034e-01,-7.5270099524e-01
905,2.28386138,6.02575091,-0.29323632,3.31837392,1.6595680448e-01,1.5750471665e-01,4.7822295103e-01,-7.8157364332e-01
906,2.28457059,6.02927416,-0.29396327,3.32204063,1.6772018501e-01,1.5869576284e-01,4.8364156806e-01,-8.1144254479e-01
907,2.28527980,6.03279742,-0.29469022,3.32570734,1.6950355364e-01,1.5989659252e-01,4.8912370181e-01,-8.4234676023e-01
908,2.28598901,6.03632068,-0.29541718,3.32937405,1.7130714106e-01,1.6110728533e-01,4.9467016784e-01,-8.7432697806e-01
909,2.28669821,6.03984393,-0.29614413,3.33304076,1.7313117687e-01,1.6232791896e-01,5.0028178133e-01,-9.0742573432e-01
910,2.28740742,6.04336719,-0.29687108,3.33670748,1.7497591401e-01,1.6355858536e-01,5.0595943186e-01,-9.4168797464e-01
911,2.28811663,6.04689045,-0.29759803,3.34037419,1.7684159034e-01,1.6479936505e-01,5.1170396528e-01,-9.7716048221e-01
912,2.28882584,6.05041370,-0.29832498,3.34404090,1.7872844767e-01,1.6605033986e-01,5.1751624249e-01,-1.0138923322e+00
913,2.28953505,6.05393696,-0.29905194,3.34770761,1.8063674691e-01,1.6731160291e-01,5.2339718608e-01,-1.0519353378e+00
914,2.29024425,6.05746022,-0.29977889,3.35137432,1.8256673332e-01,1.6858323556e-01,5.2934767367e-01,-1.0913435087e+00
915,2.29095346,6.06098347,-0.30050584,3.35504103,1.8451866152e-01,1.6986532398e-01,5.3536861450e-01,-1.1321736912e+00
916,2.29166267,6.06450673,-0.30123279,3.35870774,1.8649280066e-01,1.7115796244e-01,5.4146096585e-01,-1.1744858691e+00
917,2.29237188,6.06802999,-0.30195974,3.36237446,1.8848940910e-01,1.7246123666e-01,5.4762565479e-01,-1.2183427993e+00
918,2.29308108,6.07155324,-0.30268669,3.36604117,1.9050874731e-01,1.7377523232e-01,5.5386361813e-01,-1.2638104662e+00
919,2.29379029,6.07507650,-0.30341365,3.36970788,1.9255109963e-01,1.7510004914e-01,5.6017586973e-01,-1.3109587829e+00
920,2.29449950,6.07859976,-0.30414060,3.37337459,1.9461673150e-01,1.7643577308e-01,5.6656336878e-01,-1.3598608552e+00
921,2.29520871,6.08212301,-0.30486755,3.37704130,1.9670591618e-01,1.7778249365e-01,5.7302710162e-01,-1.4105938123e+00
922,2.29591792,6.08564627,-0.30559450,3.38070801,1.9881894597e-01,1.7914031107e-01,5.7956811718e-01,-1.4632393551e+00
923,2.29662712,6.08916953,-0.30632145,3.38437472,2.0095609932e-01,1.8050931510e-01,5.8618742519e-01,-1.5178832380e+00
924,2.29733633,6.09269279,-0.30704840,3.38804144,2.0311766750e-01,1.8188960214e-01,5.9288607874e-01,-1.5746162078e+00
925,2.29804554,6.09621604,-0.30777536,3.39170815,2.0530393752e-01,1.8328126426e-01,5.9966512128e-01,-1.6335339152e+00
926,2.29875475,6.09973930,-0.30850231,3.39537486,2.0751521514e-01,1.8468440390e-01,6.0652565876e-01,-1.6947378621e+00
927,2.29946395,6.10326256,-0.30922926,3.39904157,2.0975179525e-01,1.8609911487e-01,6.1346876682e-01,-1.7583350045e+00
928,2.30017316,6.10678581,-0.30995621,3.40270828,2.1201397906e-01,1.8752549337e-01,6.2049554487e-01,-1.8244385973e+00
929,2.30088237,6.11030907,-0.31068316,3.40637499,2.1430208596e-01,1.8896364536e-01,6.2760715295e-01,-1.8931690370e+00
930,2.30159158,6.11383233,-0.31141012,3.41004171,2.1661642427e-01,1.9041366808e-01,6.3480472066e-01,-1.9646534824e+00
931,2.30230079,6.11735558,-0.31213707,3.41370842,2.1895730250e-01,1.9187565726e-01,6.4208938290e-01,-2.0390266796e+00
932,2.30300999,6.12087884,-0.31286402,3.41737513,2.2132505428e-01,1.9334972250e-01,6.4946235667e-01,-2.1164323684e+00
933,2.30371920,6.12440210,-0.31359097,3.42104184,2.2372000194e-01,1.9483596457e-01,6.5692482841e-01,-2.1970227450e+00
934,2.30442841,6.12792535,-0.31431792,3.42470855,2.2614246804e-01,1.9633448260e-01,6.6447798968e-01,-2.2809595106e+00
935,2.30513762,6.13144861,-0.31504487,3.42837526,2.2859279997e-01,1.9784538925e-01,6.7212311424e-01,-2.3684154829e+00
936,2.30584683,6.13497187,-0.31577183,3.43204197,2.3107133203e-01,1.9936878722e-01,6.7986143954e-01,-2.4595741250e+00
937,2.30655603,6.13849512,-0.31649878,3.43570869,2.3357839746e-01,2.0090477676e-01,6.8769420496e-01,-2.5546308171e+00
938,2.30726524,6.14201838,-0.31722573,3.43937540,2.3611436207e-01,2.0245347611e-01,6.9562275615e-01,-2.6537951556e+00
939,2.30797445,6.14554164,-0.31795268,3.44304211,2.3867957132e-01,2.0401498914e-01,7.0364838032e-01,-2.7572900700e+00
940,2.30868366,6.14906489,-0.31867963,3.44670882,2.4127437657e-01,2.0558942140e-01,7.1177238824e-01,-2.8653539772e+00
941,2.30939286,6.15258815,-0.31940658,3.45037553,2.4389915307e-01,2.0717689094e-01,7.1999617077e-01,-2.9782429180e+00
942,2.31010207,6.15611141,-0.32013354,3.45404224,2.4655426650e-01,2.0877750795e-01,7.2832109397e-01,-3.0962306448e+00
943,2.31081128,6.15963467,-0.32086049,3.45770896,2.4924008577e-01,2.1039138260e-01,7.3674853992e-01,-3.2196107703e+00
944,2.31152049,6.16315792,-0.32158744,3.46137567,2.5195698347e-01,2.1201862521e-01,7.4527990731e-01,-3.3486985940e+00
945,2.31222970,6.16668118,-0.32231439,3.46504238,2.5470535738e-01,2.1365935906e-01,7.5391667989e-01,-3.4838341752e+00
946,2.31293890,6.17020444,-0.32304134,3.46870909,2.5748558775e-01,2.1531369485e-01,7.6266029213e-01,-3.6253825512e+00
947,2.31364811,6.17372769,-0.32376830,3.47237580,2.6029806604e-01,2.1698174777e-01,7.7151221930e-01,-3.7737375719e+00
948,2.31435732,6.17725095,-0.32449525,3.47604251,2.6314320219e-01,2.1866364187e-01,7.8047400159e-01,-3.9293251790e+00
949,2.31506653,6.18077421,-0.32522220,3.47970922,2.6602139567e-01,2.2035949269e-01,7.8954715187e-01,-4.0926050118e+00
950,2.31577573,6.18429746,-0.32594915,3.48337594,2.6893304817e-01,2.2206941492e-01,7.9873319640e-01,-4.2640745266e+00
951,2.31648494,6.18782072,-0.32667610,3.48704265,2.7187859486e-01,2.2379354061e-01,8.0803377341e-01,-4.4442748530e+00
952,2.31719415,6.19134398,-0.32740305,3.49070936,2.7485844909e-01,2.2553198669e-01,8.1745045901e-01,-4.6337920535e+00
953,2.31790336,6.19486723,-0.32813001,3.49437607,2.7787303301e-01,2.2728487292e-01,8.2698486344e-01,-4.8332638961e+00
954,2.31861257,6.19839049,-0.32885696,3.49804278,2.8092279366e-01,2.2905233121e-01,8.3663868311e-01,-5.0433867434e+00
955,2.31932177,6.20191375,-0.32958391,3.50170949,2.8400816366e-01,2.3083448263e-01,8.4641357538e-01,-5.2649194968e+00
956,2.32003098,6.20543700,-0.33031086,3.50537620,2.8712958504e-01,2.3263145128e-01,8.5631123410e-01,-5.4986925023e+00
957,2.32074019,6.20896026,-0.33103781,3.50904292,2.9028752553e-01,2.3444337360e-01,8.6633344256e-01,-5.7456174438e+00
958,2.32144940,6.21248352,-0.33176476,3.51270963,2.9348243654e-01,2.3627037409e-01,8.7648193935e-01,-6.0066938795e+00
959,2.32215860,6.21600677,-0.33249172,3.51637634,2.9671477550e-01,2.3811257824e-01,8.8675848979e-01,-6.2830220212e+00
960,2.32286781,6.21953003,-0.33321867,3.52004305,2.9998503216e-01,2.3997012736e-01,8.9716496951e-01,-6.5758179820e+00
961,2.32357702,6.22305329,-0.33394562,3.52370976,3.0329367741e-01,2.4184314935e-01,9.0770320213e-01,-6.8864244676e+00
962,2.32428623,6.22657655,-0.33467257,3.52737647,3.0664119743e-01,2.4373177820e-01,9.1837506802e-01,-7.2163310110e+00
963,2.32499544,6.23009980,-0.33539952,3.53104319,3.1002807648e-01,2.4563614411e-01,9.2918244933e-01,-7.5671926455e+00
964,2.32570464,6.23362306,-0.33612648,3.53470990,3.1345483235e-01,2.4755639343e-01,9.4012734421e-01,-7.9408574420e+00
965,2.32641385,6.23714632,-0.33685343,3.53837661,3.1692196383e-01,2.4949265902e-01,9.5121169756e-01,-8.3393889697e+00
966,2.32712306,6.24066957,-0.33758038,3.54204332,3.2042997621e-01,2.5144507462e-01,9.6243748451e-01,-8.7651018996e+00
967,2.32783227,6.24419283,-0.33830733,3.54571003,3.2397940991e-01,2.5341379071e-01,9.7380680139e-01,-9.2206049076e+00
968,2.32854147,6.24771609,-0.33903428,3.54937674,3.2757078332e-01,2.5539894258e-01,9.8532168341e-01,-9.7088406385e+00
969,2.32925068,6.25123934,-0.33976123,3.55304345,3.3120462815e-01,2.5740066999e-01,9.9698421604e-01,-1.0233145997e+01
970,2.32995989,6.25476260,-0.34048819,3.55671017,3.3488150832e-01,2.5941912749e-01,1.0087965994e+00,-1.0797323360e+01
971,2.33066910,6.25828586,-0.34121514,3.56037688,3.3860196337e-01,2.6145445321e-01,1.0207609640e+00,-1.1405714597e+01
972,2.33137831,6.26180911,-0.34194209,3.56404359,3.4236654621e-01,2.6350678955e-01,1.0328794932e+00,-1.2063307082e+01
973,2.33208751,6.26533237,-0.34266904,3.56771030,3.4617584343e-01,2.6557629424e-01,1.0451544896e+00,-1.2775861867e+01
974,2.33279672,6.26885563,-0.34339599,3.57137701,3.5003042688e-01,2.6766311369e-01,1.0575882163e+00,-1.3550059072e+01
975,2.33350593,6.27237888,-0.34412294,3.57504372,3.5393086990e-01,2.6976739206e-01,1.0701829535e+00,-1.4393692397e+01
976,2.33421514,6.27590214,-0.34484990,3.57871044,3.5787778931e-01,2.7188929373e-01,1.0829411322e+00,-1.5315920989e+01
977,2.33492435,6.27942540,-0.34557685,3.58237715,3.6187177385e-01,2.7402896460e-01,1.0958651028e+00,-1.6327562463e+01
978,2.33563355,6.28294865,-0.34630380,3.58604386,3.6591342451e-01,2.7618655395e-01,1.1089572675e+00,-1.7441497679e+01
979,2.33634276,6.28647191,-0.34703075,3.58971057,3.7000338787e-01,2.7836223193e-01,1.1222201847e+00,-1.8673196909e+01
980,2.33705197,6.28999517,-0.34775770,3.59337728,3.7414228117e-01,2.8055614960e-01,1.1356563319e+00,-2.0041378131e+01
981,2.33776118,6.29351843,-0.34848466,3.59704399,3.7833074589e-01,2.8276846748e-01,1.1492682765e+00,-2.1568926635e+01
982,2.33847038,6.29704168,-0.34921161,3.60071070,3.8256941284e-01,2.8499933694e-01,1.1630585631e+00,-2.3284107070e+01
983,2.33917959,6.30056494,-0.34993856,3.60437742,3.8685896955e-01,2.8724893559e-01,1.1770299300e+00,-2.5222274262e+01
984,2.33988880,6.30408820,-0.35066551,3.60804413,3.9120007071e-01,2.8951742014e-01,1.1911850249e+00,-2.7428194916e+01
985,2.34059801,6.30761145,-0.35139246,3.61171084,3.9559338282e-01,2.9180494985e-01,1.2055265448e+00,-2.9959429606e+01
986,2.34130722,6.31113471,-0.35211941,3.61537755,4.0003961700e-01,2.9411170350e-01,1.2200573461e+00,-3.2891276581e+01
987,2.34201642,6.31465797,-0.35284637,3.61904426,4.0453946002e-01,2.9643784337e-01,1.2347802218e+00,-3.6324114692e+01
988,2.34272563,6.31818122,-0.35357332,3.62271097,4.0909360920e-01,2.9878353334e-01,1.2496980016e+00,-4.0394826256e+01
989,2.34343484,6.32170448,-0.35430027,3.62637768,4.1370280758e-01,3.0114895704e-01,1.2648136904e+00,-4.5295089836e+01
990,2.34414405,6.32522774,-0.35502722,3.63004440,4.1836777359e-01,3.0353428136e-01,1.2801302218e+00,-5.1301741279e+01
991,2.34485325,6.32875099,-0.35575417,3.63371111,4.2308923330e-01,3.0593967324e-01,1.2956505731e+00,-5.8830030298e+01
992,2.34556246,6.33227425,-0.35648112,3.63737782,4.2786796920e-01,3.0836532417e-01,1.3113779097e+00,-6.8532588826e+01
993,2.34627167,6.33579751,-0.35720808,3.64104453,4.3270473257e-01,3.1081140564e-01,1.3273153235e+00,-8.1497058296e+01
994,2.34698088,6.33932076,-0.35793503,3.64471124,4.3760028080e-01,3.1327808809e-01,1.3434659283e+00,-9.9681160977e+01
995,2.34769009,6.34284402,-0.35866198,3.64837795,4.4255542899e-01,3.1576556683e-01,1.3598330538e+00,-1.2700059093e+02
996,2.34839929,6.34636728,-0.35938893,3.65204467,4.4757096045e-01,3.1827401678e-01,1.3764199496e+00,-1.7259170146e+02
997,2.34910850,6.34989053,-0.36011588,3.65571138,4.5264767866e-01,3.2080361857e-01,1.3932299078e+00,-2.6386350062e+02
998,2.34981771,6.35341379,-0.36084283,3.65937809,4.5778643074e-01,3.2335457022e-01,1.4102664150e+00,-5.3786262303e+02
999,2.35052692,6.35693705,-0.36156979,3.66304480,4.6290996067e-01,3.2587040383e-01,8.2404772721e-01,-1.9334998979e+04
